term	tier	speaker	concept	source	review	note
вышедших из строя	M	accuser	hors de combat	rome-statute	mt-edited	also broken equipment
гражданские объекты	M	accuser	civilian objects	rome-statute	mt-edited	
женевские конвенции	M	accuser	geneva conventions	curated	mt-edited	
женевских конвенций	M	accuser	geneva conventions	curated	mt-edited	
зарин	M	accuser	nerve agents	curated	mt-edited	
зачистк*	M	actor	zachistka	curated	mt-edited	also ordinary clean-up
кассетные боеприпасы	M	accuser	cluster munitions	curated	mt-edited	
кассетные бомбы	M	accuser	cluster munitions	curated	mt-edited	
ковровые бомбардировки	M	accuser	carpet bombing	curated	mt-edited	
коллективное наказание	M	accuser	collective punishment	curated	mt-edited	
мародерство	M	actor	pillage	rome-statute	mt-edited	also riots
международного уголовного суда	M	accuser	international criminal court	curated	mt-edited	
международное гуманитарное право	M	accuser	international humanitarian law	curated	mt-edited	
международный уголовный суд	M	accuser	international criminal court	curated	mt-edited	
морить голодом	M	actor	starvation as a method of warfare	curated	mt-edited	
нервно-паралитическ*	M	accuser	nerve agents	curated	mt-edited	
оккупирующая держава	M	accuser	occupying power	rome-statute	mt-edited	
ответственность командиров	M	accuser	command responsibility	rome-statute	mt-edited	ст. 28
преступные приказы	M	insider	unlawful orders	curated	mt-edited	
преступный приказ	M	insider	unlawful orders	curated	mt-edited	
противопехотные мины	M	accuser	anti-personnel mines	curated	mt-edited	
разграбление	M	accuser	pillage	rome-statute	mt-edited	
римский статут	M	accuser	rome statute	curated	mt-edited	
удары по школам	M	accuser	attack on schools	curated	mt-edited	
умышленное убийство	M	accuser	wilful killing	rome-statute	mt-edited	also ordinary criminal law
химическое оружие	M	accuser	chemical weapons	curated	mt-edited	also disarmament news
военнопленн*	L	accuser	prisoners of war	curated	mt-edited	also history
жертвы среди мирного населения	L	accuser	civilian casualties	curated	mt-edited	also news of any conflict
культурные ценности	L	accuser	cultural property	curated	mt-edited	also museum and heritage law
нюрнбергский процесс	L	accuser	nuremberg trials	curated	mt-edited	
осада	L	accuser	siege	curated	mt-edited	
сопутствующий ущерб	L	actor	collateral damage	curated	mt-edited	also everyday idiom
