term	tier	speaker	concept	source	review	note
не по имейлу	M	actor	not on email	curated	mt-edited	
не по почте	M	actor	not on email	curated	mt-edited	
не по телефону	M	actor	let's discuss in person	curated	mt-edited	
не под запись	M	actor	off the record	curated	mt-edited	
не ставь в копию	M	actor	don't cc	curated	mt-edited	
никому не говори	M	actor	don't tell anyone	nice-actimize-lexicon	mt-edited	
никому ни слова	M	actor	don't tell anyone	nice-actimize-lexicon	mt-edited	
никто не задает вопросов	M	actor	nobody asks anything	ey-fbi-2013	mt-edited	
никто ничего не спрашивает	M	actor	nobody asks anything	ey-fbi-2013	mt-edited	
обелить	M	accuser	whitewash	investigator-list	mt-edited	
обсудим лично	M	actor	let's discuss in person	curated	mt-edited	
обсудим отдельно	M	actor	take this offline	investigator-list	mt-edited	
отмыть репутацию	M	accuser	whitewash	investigator-list	mt-edited	
перейдем в сигнал	M	actor	switch to signal	curated	mt-edited	
пиши в сигнал	M	actor	switch to signal	curated	mt-edited	
по необходимости знать	M	actor	need to know basis	curated	mt-edited	
подчистить бумаги	M	actor	clean up the files	curated	mt-edited	
позвони на мобильный	M	actor	call my mobile	investigator-list	mt-edited	
почистить файлы	M	actor	clean up the files	curated	mt-edited	
при встрече	M	actor	let's discuss in person	curated	mt-edited	
скрыть	L	accuser	cover up	investigator-list	mt-edited	
сотри это	M	actor	delete this	curated	mt-edited	
спасать ситуацию	M	actor	damage control	investigator-list	mt-edited	
строго между нами	M	actor	between you and me	curated	mt-edited	
убери его из переписки	M	actor	take him off the thread	curated	mt-edited	
убери ее из переписки	M	actor	take her off the thread	curated	mt-edited	
убери их из переписки	M	actor	take them off the thread	curated	mt-edited	
удали это	M	actor	delete this	curated	mt-edited	
уничтожь	M	actor	shred it	curated	mt-edited	
через сигнал	M	actor	use signal	curated	mt-edited	
чтобы это исчезло	M	actor	make it go away	curated	mt-edited	
в ватсапе	L	actor	use whatsapp	curated	mt-edited	
в вотсапе	L	actor	use whatsapp	curated	mt-edited	
в секрете	L	actor	secret	investigator-list	mt-edited	
для информации	L	actor	heads up	fca-hsbc-fx	mt-edited	
информационная блокада	L	actor	blackout	investigator-list	mt-edited	
конфиденциальн*	L	actor	confidential	investigator-list	mt-edited	
личная почта	L	actor	private e-mail	spamassassin-advance-fee	mt-edited	
личную почту	L	actor	private e-mail	spamassassin-advance-fee	mt-edited	
молчание	L	actor	blackout	investigator-list	mt-edited	
напиши в ватсап	L	actor	whatsapp me	curated	mt-edited	
напиши в вотсап	L	actor	whatsapp me	curated	mt-edited	
напиши в сигнал	L	actor	signal me	curated	mt-edited	
не пересылай	L	actor	do not forward	curated	mt-edited	
не пересылать	L	actor	do not forward	curated	mt-edited	
предупреждаю	L	actor	heads up	fca-hsbc-fx	mt-edited	
секрет	L	actor	secret	investigator-list	mt-edited	
секретно	L	actor	secret	investigator-list	mt-edited	
слив информации	L	actor	leak	investigator-list	mt-edited	
слили	L	actor	leak	investigator-list	mt-edited	
тайн*	L	actor	secret	investigator-list	mt-edited	
телега	L	actor	telegram	curated	mt-edited	
телеграм*	L	actor	telegram	curated	mt-edited	
утечк*	L	actor	leak	investigator-list	mt-edited	
через вотсап	L	actor	use whatsapp	curated	mt-edited	
