term	tier	speaker	concept	source	review	note
смотреть сквозь пальцы	H	actor	look the other way	curated	mt-edited	
специальные сборы	H	actor	special fees	investigator-list	mt-edited	
стимулирующий платеж	H	actor	facilitation payment	curated	mt-edited	
таможенное сопровождение	H	actor	customs intervention	doj-sec-fcpa-guide	mt-edited	
тендер под своего	H	actor	rigged tender	curated	mt-edited	
услуги без описания	H	actor	vaguely described services	doj-sec-fcpa-guide	mt-edited	
фиктивная заявка	H	actor	cover bid	curated	mt-edited	
ценовой сговор	H	actor	price fixing	curated	mt-edited	
гонорар успеха	M	actor	success fee	curated	mt-edited	
его доля	M	actor	his cut	curated	mt-edited	
его процент	M	actor	his cut	curated	mt-edited	
иностранное должностное лицо	M	actor	foreign official	doj-sec-fcpa-guide	mt-edited	
иностранный чиновник	M	actor	foreign official	doj-sec-fcpa-guide	mt-edited	
комиссия за поиск клиента	M	actor	finder's fee	curated	mt-edited	
коррупци*	M	accuser	corruption	investigator-list	mt-edited	
научные стимулы	M	actor	scientific incentives	doj-sec-fcpa-guide	mt-edited	
отблагодарить его	M	actor	take care of him	curated	mt-edited	
отблагодарить ее	M	actor	take care of her	curated	mt-edited	
отблагодарить их	M	actor	take care of them	curated	mt-edited	
плата за послепродажное обслуживание	M	actor	after sales service fees	doj-sec-fcpa-guide	mt-edited	
подкуп*	M	accuser	bribe	investigator-list	mt-edited	
позаботиться о ней	M	actor	take care of her	curated	mt-edited	
позаботиться о нем	M	actor	take care of him	curated	mt-edited	
премия за результат	M	actor	success fee	curated	mt-edited	
раздел клиентов	M	actor	market allocation	curated	mt-edited	
раздел рынка	M	actor	market allocation	curated	mt-edited	
ты мне я тебе	M	actor	quid pro quo	curated	mt-edited	
услуга за услугу	M	actor	quid pro quo	curated	mt-edited	
агентское вознаграждение	L	actor	finder's fee	curated	mt-edited	
благодарность	L	actor	friendly payment	investigator-list	mt-edited	
бонус	L	actor	sweetener	curated	mt-edited	
бутылка Боллинджер*	L	actor	bottle of bollinger	fsa-cftc-libor-chats	mt-edited	
бутылку боллинджера	L	actor	bottle of bollinger	fsa-cftc-libor-chats	mt-edited	
в конверте	L	actor	brown envelope	curated	mt-edited	
грязн*	L	actor	dirty	investigator-list	mt-edited	
комиссионные или роялти	L	actor	commissions or royalties	doj-sec-fcpa-guide	mt-edited	
консалтинговые услуги	L	actor	consulting fees	doj-sec-fcpa-guide	mt-edited	
консультационные услуги	L	actor	consultancy fee	curated	mt-edited	
коррумпирован*	L	accuser	corrupt	investigator-list	mt-edited	
маркетинговые расходы	L	actor	sales and marketing expenses	doj-sec-fcpa-guide	mt-edited	
мутн*	L	accuser	shady	investigator-list	mt-edited	
неофициальн*	L	actor	unofficial	investigator-list	mt-edited	
нечист на руку	L	accuser	crooked	investigator-list	mt-edited	
нечисты на руку	L	accuser	crooked	investigator-list	mt-edited	
нечистый на руку	L	accuser	crooked	investigator-list	mt-edited	
плата за консультации	L	actor	consultancy fee	curated	mt-edited	
по-тихому	L	actor	unofficial	investigator-list	mt-edited	
подарок	L	actor	sweetener	curated	mt-edited	
представительские расходы	L	actor	travel and entertainment	doj-sec-fcpa-guide	mt-edited	
расходы на продвижение	L	actor	sales and marketing expenses	doj-sec-fcpa-guide	mt-edited	
ретробонус*	L	actor	rebates or discounts	doj-sec-fcpa-guide	mt-edited	
с меня причитается	L	actor	i owe you big time	fsa-cftc-libor-chats	mt-edited	
скидки или бонусы	L	actor	rebates or discounts	doj-sec-fcpa-guide	mt-edited	
смазка	L	actor	grease payment	curated	mt-edited	
сомнительн*	L	accuser	shady	investigator-list	mt-edited	
я твой должник	L	actor	i owe you big time	fsa-cftc-libor-chats	mt-edited	
