term	tier	speaker	concept	source	review	note
vertraulicher Geschäftsvorschlag	H	actor	confidential business proposal	curated	mt-edited	
vertrauliches Geschäftsangebot	H	actor	confidential business proposal	curated	mt-edited	
Vorabgebühr*	H	actor	advance fee	curated	mt-edited	
Vorauszahlungsbetrug*	H	actor	advance fee	curated	mt-edited	
Vorschussbetrug*	H	actor	advance fee	curated	mt-edited	
Witwe des verstorbenen	H	actor	wife of the late	spamassassin-advance-fee	mt-edited	
Zollfreigabegebühr*	H	actor	clearance fee	curated	mt-edited	
100 % sicher	M	actor	100% safe	spamassassin-advance-fee	mt-edited	
Abhebungsgebühr*	M	actor	withdrawal fees	fincen-pig-butchering	mt-edited	
Abwicklungsgebühr*	M	actor	clearance fee	curated	mt-edited	
als Begünstigte	M	actor	as the beneficiary	spamassassin-advance-fee	mt-edited	
als Begünstigter	M	actor	as the beneficiary	spamassassin-advance-fee	mt-edited	
Anlagechance*	M	actor	investment opportunity	fincen-pig-butchering	mt-edited	
Anlagemöglichkeit*	M	actor	investment opportunity	fincen-pig-butchering	mt-edited	
ausländisches Konto	M	actor	foreign account	spamassassin-advance-fee	mt-edited	
Auslandskonto*	M	actor	foreign account	spamassassin-advance-fee	mt-edited	
Auszahlungsgebühr*	M	actor	withdrawal fees	fincen-pig-butchering	mt-edited	
Bearbeitungsgebühr*	M	actor	processing fee	curated	mt-edited	
die Gesamtsumme	M	actor	the total sum	spamassassin-advance-fee	mt-edited	
dringende Antwort	M	actor	urgent response	curated	mt-edited	
dringende Hilfe	M	actor	urgent assistance	spamassassin-advance-fee	mt-edited	
dringende Unterstützung	M	actor	urgent assistance	spamassassin-advance-fee	mt-edited	
erhebliche Gewinne	M	actor	significant returns	fincen-pig-butchering	mt-edited	
Geldautomatenkarte*	M	actor	atm card	curated	mt-edited	
Geschenkkarte*	M	actor	gift card	curated	mt-edited	
Großmut*	M	actor	magnanimity	spamassassin-advance-fee	mt-edited	
Guthabenkarte*	M	actor	gift card	curated	mt-edited	
Gutscheinkarte*	M	actor	gift card	curated	mt-edited	
Haftbefehl*	M	actor	arrest warrant	curated	mt-edited	
hohe Rendite*	M	actor	significant returns	fincen-pig-butchering	mt-edited	
hundertprozentig sicher	M	actor	100% safe	spamassassin-advance-fee	mt-edited	
ich bin eine Witwe	M	actor	i am a widow	curated	mt-edited	
ich bin Witwe	M	actor	i am a widow	curated	mt-edited	
ich kontaktiere Sie	M	actor	i am contacting you	spamassassin-advance-fee	mt-edited	
ich wende mich an Sie	M	actor	i am contacting you	spamassassin-advance-fee	mt-edited	
Ihnen übermitteln	M	actor	furnish you with	spamassassin-advance-fee	mt-edited	
Ihnen zukommen lassen	M	actor	furnish you with	spamassassin-advance-fee	mt-edited	
im Ausland stationiert	M	actor	deployed overseas	curated	mt-edited	
im Auslandseinsatz	M	actor	deployed overseas	curated	mt-edited	
Investitionsmöglichkeit*	M	actor	investment opportunity	fincen-pig-butchering	mt-edited	
lebenswichtige Dokumente	M	actor	vital documents	spamassassin-advance-fee	mt-edited	
liebe Freundin	M	actor	dear friend	curated	mt-edited	
lieber Freund	M	actor	dear friend	curated	mt-edited	
Lotterie*	M	actor	lottery	curated	mt-edited	
nächste Angehörige	M	actor	next of kin	curated	mt-edited	
nächsten Angehörigen	M	actor	next of kin	curated	mt-edited	
nächster Angehöriger	M	actor	next of kin	curated	mt-edited	
nennen Sie den Code	M	actor	send the code	curated	mt-edited	
ohne Risiko	M	actor	free of risk	spamassassin-advance-fee	mt-edited	
Privatanwalt*	M	actor	private lawyer	spamassassin-advance-fee	mt-edited	
risikofrei	M	actor	free of risk	spamassassin-advance-fee	mt-edited	
schick den Code	M	actor	send the code	curated	mt-edited	
senden Sie den Code	M	actor	send the code	curated	mt-edited	
stiller Teilhaber	M	actor	silent partner	spamassassin-advance-fee	mt-edited	
streng vertraulich	M	actor	strictly confidential	curated	mt-edited	
umgehende Antwort	M	actor	urgent response	curated	mt-edited	
vom Schreibtisch von	M	actor	the desk of	spamassassin-advance-fee	mt-edited	
wichtige Dokumente	M	actor	vital documents	spamassassin-advance-fee	mt-edited	
alte Freundin	L	actor	old friend	fincen-pig-butchering	mt-edited	
alter Freund	L	actor	old friend	fincen-pig-butchering	mt-edited	
Auszahlung*	L	actor	disbursement	spamassassin-advance-fee	mt-edited	
Bankkarte*	L	actor	atm card	curated	mt-edited	
Büro von	L	actor	the desk of	spamassassin-advance-fee	mt-edited	
Dating-Seite*	L	actor	dating site	fincen-pig-butchering	mt-edited	
Datingplattform*	L	actor	dating site	fincen-pig-butchering	mt-edited	
Erbe	L	actor	inheritance	curated	mt-edited	
Erbschaft*	L	actor	inheritance	curated	mt-edited	
falsch verbunden	L	actor	wrong number	fincen-pig-butchering	mt-edited	
falsche Nummer	L	actor	wrong number	fincen-pig-butchering	mt-edited	
Finanzberater*	L	actor	money manager	fincen-pig-butchering	mt-edited	
Geschäftspartner*	L	actor	business partner	spamassassin-advance-fee	mt-edited	
Großzügigkeit*	L	actor	magnanimity	spamassassin-advance-fee	mt-edited	
Krypto-Wallet*	L	actor	wallet address	curated	mt-edited	
Lotto*	L	actor	lottery	curated	mt-edited	
mein Anwalt	L	actor	private lawyer	spamassassin-advance-fee	mt-edited	
Modalitäten	L	actor	modalities	spamassassin-advance-fee	mt-edited	
Nachlass*	L	actor	inheritance	curated	mt-edited	
Partnerbörse*	L	actor	dating site	fincen-pig-butchering	mt-edited	
stiller Gesellschafter	L	actor	silent partner	spamassassin-advance-fee	mt-edited	
Vermögensverwalter*	L	actor	money manager	fincen-pig-butchering	mt-edited	
Wallet-Adresse*	L	actor	wallet address	curated	mt-edited	
Zentralbank von	L	actor	central bank of	spamassassin-advance-fee	mt-edited	
Zentralbank*	L	actor	central bank of	spamassassin-advance-fee	mt-edited	
