term	tier	speaker	concept	source	review	note
wahllose Angriffe	H	accuser	indiscriminate attack	curated	mt-edited	
wahllose Bombardierung*	H	accuser	indiscriminate attack	curated	mt-edited	
wahlloser Beschuss	H	accuser	indiscriminate attack	curated	mt-edited	
Zwangsrekrutierung von Kindern	H	accuser	child soldiers	vstgb	mt-edited	
Angriffe auf Schulen	M	accuser	attack on schools	curated	mt-edited	also school shootings
Antipersonenmine*	M	accuser	anti-personnel mines	curated	mt-edited	
aushungern	M	actor	starvation as a method of warfare	curated	mt-edited	
außer Gefecht	M	accuser	hors de combat	vstgb	mt-edited	also sport and everyday speech
Befehl ist Befehl	M	insider	superior orders	curated	mt-edited	
Befehlsverantwortung	M	accuser	command responsibility	curated	mt-edited	
Besatzungsmacht	M	accuser	occupying power	rome-statute	mt-edited	
Chemiewaffe*	M	accuser	chemical weapons	curated	mt-edited	also disarmament news
chemische Waffen	M	accuser	chemical weapons	curated	mt-edited	also disarmament news
Flächenbombardement*	M	accuser	carpet bombing	curated	mt-edited	
Genfer Abkommen	M	accuser	geneva conventions	curated	mt-edited	
Genfer Konvention*	M	accuser	geneva conventions	curated	mt-edited	
Giftgas*	M	accuser	chemical weapons	curated	mt-edited	
Handeln auf Befehl	M	insider	superior orders	vstgb	mt-edited	§ 3 VStGB
humanitäres Völkerrecht	M	accuser	international humanitarian law	curated	mt-edited	
Internationalen Strafgerichtshof*	M	accuser	international criminal court	curated	mt-edited	
Internationaler Strafgerichtshof	M	accuser	international criminal court	curated	mt-edited	
kein Pardon	M	actor	no quarter	curated	mt-edited	also an idiom
keine Gefangenen machen	M	actor	no quarter	curated	mt-edited	also an idiom
keine Überlebenden	M	actor	no quarter	curated	mt-edited	also disaster reporting
Kollektivstrafe*	M	accuser	collective punishment	curated	mt-edited	
Kriegsgefangenenlager	M	accuser	prisoners of war	curated	mt-edited	
Kriegsverbrech*	M	accuser	war crimes	vstgb	mt-edited	§§ 8–12 VStGB; also history and news of any conflict
Kriegsvölkerrecht	M	accuser	laws of war	curated	mt-edited	
militärische Notwendigkeit	M	neutral	military necessity	rome-statute	mt-edited	
mutwillige Zerstörung	M	accuser	wanton destruction	curated	mt-edited	also vandalism
Nervenkampfstoff*	M	accuser	nerve agents	curated	mt-edited	
Parlamentärflagge	M	accuser	perfidy	vstgb	mt-edited	
Plünderung*	M	accuser	pillage	vstgb	mt-edited	also riots
rechtswidrige Befehle	M	insider	unlawful orders	curated	mt-edited	
rechtswidriger Befehl	M	insider	unlawful orders	curated	mt-edited	
Römischen Statut*	M	accuser	rome statute	curated	mt-edited	
Römisches Statut	M	accuser	rome statute	curated	mt-edited	
Streubombe*	M	accuser	cluster munitions	curated	mt-edited	
Streumunition	M	accuser	cluster munitions	curated	mt-edited	
Säuberungsaktion*	M	actor	zachistka	curated	mt-edited	also clean-up drives
verbrannte Erde	M	actor	scorched earth	curated	mt-edited	also business jargon
Verstümmelung*	M	accuser	mutilation	vstgb	mt-edited	also genital mutilation
Vorgesetztenverantwortlichkeit	M	accuser	command responsibility	vstgb	mt-edited	§ 4 VStGB
vorsätzliche Tötung	M	accuser	wilful killing	rome-statute	mt-edited	also ordinary criminal law
Völkerstrafgesetzbuch	M	accuser	rome statute	vstgb	mt-edited	
weißer Phosphor	M	accuser	white phosphorus	curated	mt-edited	also chemistry
belagert	L	accuser	siege	curated	mt-edited	
Belagerung	L	accuser	siege	curated	mt-edited	
Kollateralschaden*	L	actor	collateral damage	curated	mt-edited	also everyday idiom
Kriegsgefangene*	L	accuser	prisoners of war	curated	mt-edited	also history
Kulturgut	L	accuser	cultural property	curated	mt-edited	also museum and heritage law
Nürnberger Prozess*	L	accuser	nuremberg trials	curated	mt-edited	
plündern	L	actor	pillage	curated	mt-edited	
zivile Opfer	L	accuser	civilian casualties	curated	mt-edited	also news of any conflict
