term	tier	speaker	concept	source	review	note
Scheingeschäft*	M	accuser	wash trade	curated	mt-edited	
Scheingeschäftsführer*	M	actor	nominee director	curated	mt-edited	
SEC-Untersuchung*	M	accuser	sec investigation	curated	mt-edited	
Strohmann-Geschäftsführer	M	actor	nominee director	curated	mt-edited	
Strohmann-Gesellschafter	M	actor	nominee shareholder	curated	mt-edited	
Strohmann*	M	actor	nominee director	curated	mt-edited	
Transitkonto*	M	actor	transit account	fatf-egmont-tbml	mt-edited	
Treuhandaktionär*	M	actor	nominee shareholder	curated	mt-edited	
Umladung*	M	accuser	transshipment	fincen-bis-export-control	mt-edited	
unrechtmäßig angeeignet	M	accuser	misappropriat*	curated	mt-edited	
unterschlag*	M	accuser	embezzl*	curated	mt-edited	
Untreue	L	accuser	embezzl*	curated	mt-edited	
veruntreu*	M	accuser	embezzl*	curated	mt-edited	
Veruntreuung*	M	accuser	misappropriat*	curated	mt-edited	
Endnutzer*	L	accuser	end user	fincen-bis-export-control	mt-edited	
Endverwender*	L	accuser	end user	fincen-bis-export-control	mt-edited	
Endverwendung*	L	accuser	end use	fincen-bis-export-control	mt-edited	
Geldwäschegesetz*	L	accuser	aml	curated	mt-edited	
GwG	L	accuser	aml	curated	mt-edited	
in Tranchen	L	actor	split the payment	curated	mt-edited	
Mustervertrag*	L	accuser	sample contract	fatf-egmont-tbml	mt-edited	
PEP	L	accuser	politically exposed person	curated	mt-edited	
runde Beträge	L	actor	round amounts	fatf-egmont-tbml	mt-edited	
so hoch wie möglich	L	actor	as high as possible	cftc-barclays-libor	mt-edited	
Strukturierung*	L	actor	structuring	curated	mt-edited	
Stückelung*	L	actor	smurfing	curated	mt-edited	
Tippgeben	L	actor	tipping	sec-insider-trading-2026	mt-edited	
Tipps weitergeben	L	actor	tipping	sec-insider-trading-2026	mt-edited	
Transparenzregister*	L	accuser	beneficial owner	curated	mt-edited	
Treuhänder*	L	accuser	nominee	curated	mt-edited	
Verschleierung*	L	accuser	layering	curated	mt-edited	
wirtschaftlich Berechtigte*	L	accuser	beneficial owner	curated	mt-edited	
Zolltarifnummer*	L	accuser	hs code	fincen-bis-export-control	mt-edited	
