term	tier	speaker	concept	source	review	note
Rahmendienstleistungsvertrag*	H	neutral	master services agreement	curated	mt-edited	
rechtsgültig unterzeichnet	H	neutral	duly executed	curated	mt-edited	
salvatorische Klausel	H	neutral	severability	curated	mt-edited	
schad- und klaglos halten	H	neutral	hold harmless	curated	mt-edited	
schadlos halten	H	neutral	indemnify	curated	mt-edited	
Schadloshaltung*	H	neutral	indemnification	curated	mt-edited	
schließen folgenden Vertrag	H	neutral	agreement is made	curated	mt-edited	
sofern er nicht vorher gekündigt wird	H	neutral	unless terminated earlier	cuad	mt-edited	
sofern nicht vorher gekündigt	H	neutral	unless terminated earlier	cuad	mt-edited	
unbegrenzte Haftung	H	neutral	uncapped liability	cuad	mt-edited	
unbeschränkte Haftung	H	neutral	uncapped liability	cuad	mt-edited	
vereinbaren die Parteien	H	neutral	the parties agree	curated	mt-edited	
Verschwiegenheitsvereinbarung*	H	neutral	non-disclosure agreement	curated	mt-edited	
Vertragslaufzeit*	H	neutral	term of this agreement	curated	mt-edited	
Vertragsstrafe*	H	neutral	liquidated damages	curated	mt-edited	
Vertraulichkeitsvereinbarung*	H	neutral	confidentiality agreement	curated	mt-edited	
vertretungsberechtigt*	H	neutral	duly authorised	curated	mt-edited	
Vollständigkeitsklausel*	H	neutral	entire agreement	curated	mt-edited	
wesentliche Vertragsverletzung*	H	neutral	material breach	curated	mt-edited	
wesentlicher Verstoß	H	neutral	material breach	curated	mt-edited	
wird folgende Vereinbarung getroffen	H	neutral	agreement is made	curated	mt-edited	
wird folgender Vertrag geschlossen	H	neutral	agreement is made	curated	mt-edited	
Zusicherungen und Gewährleistungen	H	neutral	representations and warranties	curated	mt-edited	
Abwerbeverbot*	M	neutral	no-solicit	cuad	mt-edited	
Aktionärsvereinbarung*	M	neutral	shareholders agreement	curated	mt-edited	
anfängliche Laufzeit	M	neutral	initial term	cuad	mt-edited	
Auditrecht*	M	neutral	audit rights	cuad	mt-edited	
Dienstgütevereinbarung*	M	neutral	service level agreement	curated	mt-edited	
diese Vereinbarung	M	neutral	this agreement	curated	mt-edited	
dieser Vertrag	M	neutral	this agreement	curated	mt-edited	
dieses Vertrages	M	neutral	this agreement	curated	mt-edited	
Einräumung von Nutzungsrechten	M	neutral	license grant	cuad	mt-edited	
empfangende Partei	M	neutral	receiving party	contractnli	mt-edited	
Empfänger der Informationen	M	neutral	receiving party	contractnli	mt-edited	
Erstlaufzeit*	M	neutral	initial term	cuad	mt-edited	
Freistellung*	M	neutral	indemnification	curated	mt-edited	
Garantiezeit*	M	neutral	warranty duration	cuad	mt-edited	
Gesellschaftervereinbarung*	M	neutral	shareholders agreement	curated	mt-edited	
Gewährleistungsfrist*	M	neutral	warranty duration	cuad	mt-edited	
in mehrfacher Ausfertigung	M	neutral	counterparts	curated	mt-edited	
Leistungsbeschreibung*	M	neutral	statement of work	curated	mt-edited	
Leistungsverzeichnis*	M	neutral	statement of work	curated	mt-edited	
Lizenzeinräumung*	M	neutral	license grant	cuad	mt-edited	
Meistbegünstigung*	M	neutral	most favored nation	cuad	mt-edited	
Mindestabnahme*	M	neutral	minimum commitment	cuad	mt-edited	
Mindestabnahmemenge*	M	neutral	minimum commitment	cuad	mt-edited	
Mindestlaufzeit*	M	neutral	initial term	cuad	mt-edited	
Nichtherabsetzung*	M	neutral	non-disparagement	cuad	mt-edited	
Prüfungsrecht*	M	neutral	audit rights	cuad	mt-edited	
Rahmenvertrag*	M	neutral	master services agreement	curated	mt-edited	
Rechteeinräumung*	M	neutral	license grant	cuad	mt-edited	
stillschweigend verlängert	M	neutral	automatically renewed	cuad	mt-edited	
Stimmbindungsvertrag*	M	neutral	shareholders agreement	curated	mt-edited	
Tag des Inkrafttretens	M	neutral	effective date	curated	mt-edited	
Verbot herabsetzender Äußerungen	M	neutral	non-disparagement	cuad	mt-edited	
verlängert sich automatisch	M	neutral	automatically renewed	cuad	mt-edited	
Vertragsbruch*	M	neutral	breach of contract	curated	mt-edited	
Vertragsverletzung*	M	neutral	breach of contract	curated	mt-edited	
Wettbewerbsverbot*	M	neutral	non-compete	cuad	mt-edited	
Wirksamkeitsdatum	M	neutral	effective date	curated	mt-edited	
abgeschlossen	L	neutral	entered into	curated	mt-edited	
Abtretung*	L	neutral	assignment	curated	mt-edited	
AGB	L	neutral	terms and conditions	curated	mt-edited	
Allgemeine Geschäftsbedingungen	L	neutral	terms and conditions	curated	mt-edited	
Ausfertigungen	L	neutral	counterparts	curated	mt-edited	
Ausschließlichkeit*	L	neutral	exclusivity	cuad	mt-edited	
Entgelt	L	neutral	consideration	curated	mt-edited	
Exklusivität*	L	neutral	exclusivity	cuad	mt-edited	
freistellen	L	neutral	hold harmless	curated	mt-edited	
Gegenleistung	L	neutral	consideration	curated	mt-edited	
geschlossen	L	neutral	entered into	curated	mt-edited	
Inkrafttreten	L	neutral	effective date	curated	mt-edited	
vertrauliche Informationen	L	neutral	confidential information	contractnli	mt-edited	
