term	tier	speaker	concept	source	review	note
Beraterverträge	L	actor	consulting fees	doj-sec-fcpa-guide	mt-edited	
Beratungsgebühren	L	actor	consulting fees	doj-sec-fcpa-guide	mt-edited	
Beratungshonorar*	L	actor	consultancy fee	curated	mt-edited	
bestechlich*	L	accuser	corrupt	investigator-list	mt-edited	
Bewirtungskosten	L	actor	travel and entertainment	doj-sec-fcpa-guide	mt-edited	
dreckig*	L	actor	dirty	investigator-list	mt-edited	
dubios*	L	accuser	shady	investigator-list	mt-edited	
Flasche Bollinger	L	actor	bottle of bollinger	fsa-cftc-libor-chats	mt-edited	
Gegenleistung*	L	actor	quid pro quo	curated	mt-edited	
ich bin dir was schuldig	L	actor	i owe you big time	fsa-cftc-libor-chats	mt-edited	
ich schulde dir was	L	actor	i owe you big time	fsa-cftc-libor-chats	mt-edited	
inoffiziell*	L	actor	unofficial	investigator-list	mt-edited	
keine Prüfung	L	actor	no inspection	investigator-list	mt-edited	
korrupt*	L	accuser	corrupt	investigator-list	mt-edited	
krumme Dinger	L	accuser	crooked	investigator-list	mt-edited	
krumme Geschäfte	L	accuser	crooked	investigator-list	mt-edited	
Provisionen oder Lizenzgebühren	L	actor	commissions or royalties	doj-sec-fcpa-guide	mt-edited	
Rabatte oder Nachlässe	L	actor	rebates or discounts	doj-sec-fcpa-guide	mt-edited	
Reise- und Bewirtungskosten	L	actor	travel and entertainment	doj-sec-fcpa-guide	mt-edited	
Rückvergütungen oder Rabatte	L	actor	rebates or discounts	doj-sec-fcpa-guide	mt-edited	
schmutzig*	L	actor	dirty	investigator-list	mt-edited	
Vermittlungsprovision*	L	actor	finder's fee	curated	mt-edited	
Vertriebs- und Marketingkosten	L	actor	sales and marketing expenses	doj-sec-fcpa-guide	mt-edited	
zwielichtig*	L	accuser	shady	investigator-list	mt-edited	
