term	tier	speaker	concept	source	review	note
beni w benak	M	actor	between you and me	curated	mt-edited	Arabizi
bini w binak	M	actor	between you and me	curated	mt-edited	Arabizi
e7zefha	M	actor	delete this	curated	mt-edited	Arabizi
emsa7ha	M	actor	delete this	curated	mt-edited	Arabizi
imsa7ha	M	actor	delete this	curated	mt-edited	Arabizi
اتصل على جوالي	M	actor	call my mobile	investigator-list	mt-edited	Gulf
احتواء الضرر	M	actor	damage control	investigator-list	mt-edited	
احذفه	M	actor	delete this	curated	mt-edited	
احذفها	M	actor	delete this	curated	mt-edited	
استخدم سيجنال	M	actor	use signal	curated	mt-edited	
افرمها	M	actor	shred it	curated	mt-edited	
امسحه	M	actor	delete this	curated	mt-edited	
امسحها	M	actor	delete this	curated	mt-edited	
بريد بديل	M	actor	alternate email	spamassassin-advance-fee	mt-edited	419
بعيدا عن التسجيل	M	actor	off the record	curated	mt-edited	
بيني وبينك	M	actor	between you and me	curated	mt-edited	
تبييض الصورة	M	accuser	whitewash	investigator-list	mt-edited	
تستر	M	accuser	cover up	investigator-list	mt-edited	also the Saudi offence of commercial concealment
تعال مكتبي	M	actor	come by my office	investigator-list	mt-edited	
تعالى المكتب	M	actor	come by my office	investigator-list	mt-edited	Egyptian
خط مؤقت	M	actor	burner	curated	mt-edited	
خلينا على سيجنال	M	actor	switch to signal	curated	mt-edited	
خليها تختفي	M	actor	make it go away	curated	mt-edited	
شيله من الإيميل	M	actor	take him off the thread	curated	mt-edited	
شيلها من الإيميل	M	actor	take her off the thread	curated	mt-edited	
شيلهم من الإيميل	M	actor	take them off the thread	curated	mt-edited	
فوت عالمكتب	M	actor	come by my office	investigator-list	mt-edited	Levantine
كلمني على موبايلي	M	actor	call my mobile	investigator-list	mt-edited	
لا تخبر أحدا	M	actor	don't tell anyone	nice-actimize-lexicon	mt-edited	
لا تقل لأحد	M	actor	don't tell anyone	nice-actimize-lexicon	mt-edited	
لملم الموضوع	M	actor	make it go away	curated	mt-edited	
ما تقول لحدا	M	actor	don't tell anyone	nice-actimize-lexicon	mt-edited	Levantine
ما تقولش لحد	M	actor	don't tell anyone	nice-actimize-lexicon	mt-edited	Egyptian
ما في داعي يعرف	M	actor	don't need to know	investigator-list	mt-edited	Levantine
محدش بيسأل	M	actor	nobody asks anything	ey-fbi-2013	mt-edited	opportunity
مش على الإيميل	M	actor	not on email	curated	mt-edited	
مش كتابة	M	actor	not in writing	curated	mt-edited	
مش للنشر	M	actor	off the record	curated	mt-edited	
مش محتاج يعرف	M	actor	don't need to know	investigator-list	mt-edited	Egyptian
نتكلم لما نتقابل	M	actor	let's discuss in person	curated	mt-edited	
نتكلم وجها لوجه	M	actor	let's discuss in person	curated	mt-edited	
نحكي وجها لوجه	M	actor	let's discuss in person	curated	mt-edited	Levantine
نظف الملفات	M	actor	clean up the files	curated	mt-edited	
نكمل الكلام برا	M	actor	take this offline	investigator-list	mt-edited	
إيميل خاص	L	actor	private email	spamassassin-advance-fee	mt-edited	419
ابعتلي واتس	L	actor	whatsapp me	curated	mt-edited	
تسريب	L	actor	leak	investigator-list	mt-edited	
تيليجرام	L	actor	telegram	curated	mt-edited	
سري	L	actor	secret	investigator-list	mt-edited	
سرية	L	actor	confidential	investigator-list	mt-edited	appears in email disclaimers
كلمني واتس	L	actor	whatsapp me	curated	mt-edited	
لا تعيد التوجيه	L	actor	do not forward	curated	mt-edited	
واتساب	L	actor	use whatsapp	curated	mt-edited	
