term	tier	speaker	concept	source	review	note
عرقلة الإمدادات الغوثية	H	accuser	impeding relief supplies	rome-statute	mt-edited	art. 8 2 b) xxv)
قتل الأسرى	H	accuser	kill the prisoners	curated	mt-edited	
قصف الأحياء السكنية	H	accuser	shelling of residential areas	curated	mt-edited	
قصف المدنيين	H	accuser	attack on civilians	curated	mt-edited	
قصف المستشفى	H	accuser	attack on the hospital	curated	mt-edited	
قصف عشوائي	H	accuser	indiscriminate shelling	curated	mt-edited	
قصف مستشفى	H	accuser	attack on the hospital	curated	mt-edited	
قوانين وأعراف الحرب	H	accuser	laws and customs of war	curated	mt-edited	
لا تتركوا أحدا حيا	H	actor	leave no one alive	curated	mt-edited	
لن يبقى أحد على قيد الحياة	H	actor	no quarter will be given	rome-statute	mt-edited	art. 8 2 b) xii)
منع دخول المساعدات	H	accuser	impeding relief supplies	curated	mt-edited	
هجمات عشوائية	H	accuser	indiscriminate attack*	curated	mt-edited	
هجمات على المدنيين	H	accuser	attacks on civilians	curated	mt-edited	
هجوم بالكيماوي	H	accuser	chemical attack*	curated	mt-edited	
هجوم عشوائي	H	accuser	indiscriminate attack*	curated	mt-edited	
هجوم غير متناسب	H	accuser	disproportionate attack*	curated	mt-edited	
هجوم كيميائي	H	accuser	chemical attack*	curated	mt-edited	
يكون إفراطه واضحا	H	accuser	clearly excessive in relation to	rome-statute	mt-edited	art. 8 2 b) iv)
أسلحة كيميائية	M	accuser	chemical weapon*	curated	mt-edited	also disarmament news
أعيان مدنية	M	accuser	civilian objects	rome-statute	mt-edited	the ICRC Arabic term
ألغام مضادة للأفراد	M	accuser	anti-personnel mine*	curated	mt-edited	
أوامر الرؤساء	M	insider	superior orders	rome-statute	mt-edited	art. 33
أوامر غير قانونية	M	insider	unlawful orders	curated	mt-edited	
اتفاقيات جنيف	M	accuser	geneva convention*	curated	mt-edited	
اتفاقية جنيف	M	accuser	geneva convention*	curated	mt-edited	
استخدام مفرط للقوة	M	accuser	disproportionate attack*	curated	mt-edited	also policing
استهداف المدارس	M	accuser	attacks on schools	curated	mt-edited	
الأرض المحروقة	M	actor	scorched earth	curated	mt-edited	
الأسلحة الكيميائية	M	accuser	chemical weapon*	curated	mt-edited	definite form
التمثيل بالجثث	M	accuser	mutilation	curated	mt-edited	
الذخائر العنقودية	M	accuser	cluster munition*	curated	mt-edited	definite form
السارين	M	accuser	sarin	curated	mt-edited	
السلب والنهب	M	accuser	pillage	rome-statute	mt-edited	
الضرورة العسكرية	M	neutral	military necessity	rome-statute	mt-edited	
العقاب الجماعي	M	accuser	collective punishment	curated	mt-edited	
الفسفور الأبيض	M	accuser	white phosphorus	curated	mt-edited	also chemistry
القانون الدولي الإنساني	M	accuser	international humanitarian law	curated	mt-edited	
القتل العمد	M	accuser	wilful killing	rome-statute	mt-edited	art. 8 2 a) i); also ordinary criminal law
القصف السجادي	M	accuser	carpet bombing	curated	mt-edited	
القنابل العنقودية	M	accuser	cluster bomb*	curated	mt-edited	definite form
المحكمة الجنائية الدولية	M	accuser	international criminal court	curated	mt-edited	
النهب	M	accuser	pillage	rome-statute	mt-edited	also riots
جرائم حرب	M	accuser	war crime*	rome-statute	mt-edited	also history and news of any conflict
جريمة حرب	M	accuser	war crime*	rome-statute	mt-edited	
دولة الاحتلال	M	accuser	occupying power	rome-statute	mt-edited	art. 8 2 b) viii)
ذخائر عنقودية	M	accuser	cluster munition*	curated	mt-edited	
سلاح كيميائي	M	accuser	chemical weapon*	curated	mt-edited	
سلطة الاحتلال	M	accuser	occupying power	rome-statute	mt-edited	
غاز الأعصاب	M	accuser	nerve agent*	curated	mt-edited	
غدرا	M	accuser	treacherously	rome-statute	mt-edited	art. 8 2 b) xi)
قنابل عنقودية	M	accuser	cluster bomb*	curated	mt-edited	
لا أسرى	M	actor	take no prisoners	curated	mt-edited	
مجرم حرب	M	accuser	war criminal*	curated	mt-edited	
مجرمي الحرب	M	accuser	war criminal*	curated	mt-edited	
مسؤولية القادة	M	accuser	command responsibility	rome-statute	mt-edited	art. 28
نظام روما الأساسي	M	accuser	rome statute	curated	mt-edited	
نهب ممتلكات	M	accuser	pillage	rome-statute	mt-edited	
أسرى الحرب	L	accuser	prisoners of war	curated	mt-edited	also history
أسير حرب	L	accuser	prisoner of war	curated	mt-edited	also history
أضرار جانبية	L	actor	collateral damage	curated	mt-edited	also everyday idiom
الممتلكات الثقافية	L	accuser	cultural property	curated	mt-edited	also museum and heritage law
حصار	L	accuser	siege	curated	mt-edited	
خسائر في صفوف المدنيين	L	accuser	civilian casualties	curated	mt-edited	also news of any conflict
ضحايا مدنيين	L	accuser	civilian casualties	curated	mt-edited	
عمليات تمشيط	L	actor	zachistka	curated	mt-edited	also ordinary security sweeps
محاصرة	L	accuser	besieged	curated	mt-edited	
محاكمات نورمبرغ	L	accuser	nuremberg trials	curated	mt-edited	
