term	tier	speaker	concept	source	review	note
תעבור לסיגנל	M	actor	switch to signal	curated	mt-edited	
תקפוץ אליי למשרד	M	actor	come by my office	investigator-list	mt-edited	
תשתמש בסיגנל	M	actor	use signal	curated	mt-edited	
תתקשר לנייד שלי	M	actor	call my mobile	investigator-list	mt-edited	
הדלפה	L	actor	leak	investigator-list	mt-edited	
וואטסאפ	L	actor	use whatsapp	curated	mt-edited	
ווטסאפ	L	actor	use whatsapp	curated	mt-edited	
חסוי	L	actor	confidential	investigator-list	mt-edited	appears in email disclaimers
טלגרם	L	actor	telegram	curated	mt-edited	
לא להעביר	L	actor	do not forward	curated	mt-edited	
מייל פרטי	L	actor	private email	spamassassin-advance-fee	mt-edited	419
סודי	L	actor	secret	investigator-list	mt-edited	
תשלח לי בסיגנל	L	actor	signal me	curated	mt-edited	
