term	tier	speaker	concept	source	review	note
לא להשאיר אף אחד בחיים	H	actor	leave no one alive	curated	mt-edited	
להוציא להורג את השבויים	H	actor	kill the prisoners	curated	mt-edited	
לירות בשבויים	H	actor	kill the prisoners	curated	mt-edited	
לקיחת בני ערובה	H	accuser	taking of hostages	il-nazi-law-1950	mt-edited	
מגן אנושי	H	accuser	human shield*	rome-statute	mt-edited	
מגן חי	H	accuser	human shield*	curated	mt-edited	
מגנים אנושיים	H	accuser	human shield*	rome-statute	mt-edited	
מחוץ לכלל לחימה	H	accuser	hors de combat	rome-statute	mt-edited	
מניעת סיוע הומניטרי	H	accuser	impeding relief supplies	rome-statute	mt-edited	
מתקפה כימית	H	accuser	chemical attack*	curated	mt-edited	
ניסויים ביולוגיים	H	accuser	biological experiments	rome-statute	mt-edited	
נשק מורעל	H	accuser	poisoned weapons	rome-statute	mt-edited	
פגיעה בכבוד האישי	H	accuser	outrages upon personal dignity	rome-statute	mt-edited	
פגיעה לא מידתית	H	accuser	disproportionate attack*	curated	mt-edited	
פגיעה מכוונת באזרחים	H	accuser	targeting civilians	curated	mt-edited	
פצצות חבית	H	accuser	barrel bomb*	curated	mt-edited	
פצצת חבית	H	accuser	barrel bomb*	curated	mt-edited	
תקיפה לא מידתית	H	accuser	disproportionate attack*	curated	mt-edited	
תקיפות ללא הבחנה	H	accuser	indiscriminate attack*	curated	mt-edited	
תקיפות על בתי חולים	H	accuser	attacks on hospitals	rome-statute	mt-edited	
תקיפת אזרחים	H	accuser	attack on civilians	curated	mt-edited	
תקיפת בית החולים	H	accuser	attacks on hospitals	rome-statute	mt-edited	
תקיפת עובדי סיוע	H	accuser	attacks on aid workers	rome-statute	mt-edited	
תקיפת שיירת סיוע	H	accuser	attack on the aid convoy	rome-statute	mt-edited	
אדמה חרוכה	M	actor	scorched earth	curated	mt-edited	
אחריות מפקדים	M	accuser	command responsibility	rome-statute	mt-edited	
אחריות פיקודית	M	accuser	command responsibility	rome-statute	mt-edited	
אמנות ז׳נבה	M	accuser	geneva convention*	curated	mt-edited	
אמנת ז׳נבה	M	accuser	geneva convention*	curated	mt-edited	
אמנת רומא	M	accuser	rome statute	curated	mt-edited	
ביזה	M	accuser	pillage	rome-statute	mt-edited	also riots
בית הדין הפלילי הבינלאומי	M	accuser	international criminal court	curated	mt-edited	
גז עצבים	M	accuser	nerve agent*	curated	mt-edited	
גיוס ילדים	M	accuser	child soldier*	curated	mt-edited	
דיני המלחמה	M	accuser	laws of war	curated	mt-edited	
דיני לחימה	M	accuser	laws of war	curated	mt-edited	
הכרח צבאי	M	neutral	military necessity	il-nazi-law-1950	mt-edited	
המשפט ההומניטרי הבינלאומי	M	accuser	international humanitarian law	curated	mt-edited	
הפצצת שטיח	M	accuser	carpet bombing	curated	mt-edited	
הרעבה	M	accuser	starvation as a method of warfare	il-nazi-law-1950	mt-edited	
השחתת גופות	M	accuser	mutilation	curated	mt-edited	
זרחן לבן	M	accuser	white phosphorus	curated	mt-edited	also chemistry
כוח כובש	M	accuser	occupying power	rome-statute	mt-edited	
לא לקחת שבויים	M	actor	take no prisoners	curated	mt-edited	also an idiom
מוקשים נגד אדם	M	accuser	anti-personnel mine*	curated	mt-edited	
מטרות אזרחיות	M	accuser	civilian objects	rome-statute	mt-edited	
נוהל שכן	M	accuser	human shield*	curated	mt-edited	the Israeli army's name for using a neighbour as a shield
נשק כימי	M	accuser	chemical weapon*	curated	mt-edited	also disarmament news
סארין	M	accuser	nerve agent*	curated	mt-edited	
ענישה קולקטיבית	M	accuser	collective punishment	curated	mt-edited	
פושע מלחמה	M	accuser	war criminal*	curated	mt-edited	
פושעי המלחמה	M	accuser	war criminal*	curated	mt-edited	definite construct
פושעי מלחמה	M	accuser	war criminal*	curated	mt-edited	
פצצות מצרר	M	accuser	cluster munition*	curated	mt-edited	
פקודה בלתי חוקית	M	insider	unlawful orders	curated	mt-edited	
פקודה בלתי חוקית בעליל	M	insider	unlawful orders	curated	mt-edited	the Israeli doctrine of the manifestly unlawful order
פשע מלחמה	M	accuser	war crime*	il-nazi-law-1950	mt-edited	
פשעי המלחמה	M	accuser	war crime*	curated	mt-edited	definite construct
פשעי מלחמה	M	accuser	war crime*	il-nazi-law-1950	mt-edited	also history and news of any conflict
תחמושת מצרר	M	accuser	cluster munition*	curated	mt-edited	
תקיפות על בתי ספר	M	accuser	attacks on schools	curated	mt-edited	
מצור	L	accuser	siege	curated	mt-edited	
משפטי נירנברג	L	accuser	nuremberg trials	curated	mt-edited	
נזק אגבי	L	actor	collateral damage	curated	mt-edited	also everyday idiom
נכסי תרבות	L	accuser	cultural property	curated	mt-edited	also museum and heritage law
נפגעים אזרחיים	L	accuser	civilian casualties	curated	mt-edited	also news of any conflict
שבוי מלחמה	L	accuser	prisoners of war	curated	mt-edited	also history
שבויי מלחמה	L	accuser	prisoners of war	curated	mt-edited	also history
