term	tier	speaker	concept	source	review	note
pacte d'associés	M	neutral	shareholders agreement	curated	mt-edited	
partie destinataire	M	neutral	receiving party	contractnli	mt-edited	
partie réceptrice	M	neutral	receiving party	contractnli	mt-edited	
période de garantie	M	neutral	warranty duration	cuad	mt-edited	
période initiale	M	neutral	initial term	cuad	mt-edited	
reconduit tacitement	M	neutral	automatically renewed	cuad	mt-edited	
renouvelé automatiquement	M	neutral	automatically renewed	cuad	mt-edited	
rupture de contrat	M	neutral	breach of contract	curated	mt-edited	
tacite reconduction	M	neutral	automatically renewed	cuad	mt-edited	
violation du contrat	M	neutral	breach of contract	curated	mt-edited	
volume minimum	M	neutral	minimum commitment	cuad	mt-edited	
cession	L	neutral	assignment	curated	mt-edited	
CGU	L	neutral	terms and conditions	curated	mt-edited	
CGV	L	neutral	terms and conditions	curated	mt-edited	
conclu	L	neutral	entered into	curated	mt-edited	
conditions générales	L	neutral	terms and conditions	curated	mt-edited	
contrepartie	L	neutral	consideration	curated	mt-edited	
exclusivité	L	neutral	exclusivity	cuad	mt-edited	
indemnisation	L	neutral	indemnification	curated	mt-edited	
informations confidentielles	L	neutral	confidential information	contractnli	mt-edited	
