term	tier	speaker	concept	source	review	note
gaz asphyxiants	H	accuser	asphyxiating gases	rome-statute	mt-edited	
il ne sera pas fait de quartier	H	actor	no quarter	rome-statute	mt-edited	art. 8-2-b-xii
infractions graves aux conventions de genève	H	accuser	grave breaches	rome-statute	mt-edited	
lois et coutumes de la guerre	H	accuser	laws and customs of war	curated	mt-edited	
manifestement excessifs par rapport	H	accuser	disproportionate attack	rome-statute	mt-edited	art. 8-2-b-iv
perfidie	H	accuser	perfidy	rome-statute	mt-edited	
prendre pour cible des civils	H	accuser	attack on civilians	curated	mt-edited	
rendu à discrétion	H	accuser	hors de combat	rome-statute	mt-edited	
traitements humiliants et dégradants	H	accuser	outrages upon personal dignity	rome-statute	mt-edited	
viol comme arme de guerre	H	accuser	rape as a weapon of war	curated	mt-edited	
violences sexuelles liées aux conflits	H	accuser	conflict-related sexual violence	curated	mt-edited	
agent neurotoxique	M	accuser	nerve agents	curated	mt-edited	
arme chimique	M	accuser	chemical weapons	curated	mt-edited	also disarmament news
armes chimiques	M	accuser	chemical weapons	curated	mt-edited	also disarmament news
armes à sous-munitions	M	accuser	cluster munitions	curated	mt-edited	
attaques contre les écoles	M	accuser	attack on schools	curated	mt-edited	
aucun survivant	M	actor	no quarter	curated	mt-edited	also disaster reporting
bombes à sous-munitions	M	accuser	cluster munitions	curated	mt-edited	
conventions de genève	M	accuser	geneva conventions	curated	mt-edited	
cour pénale internationale	M	accuser	international criminal court	curated	mt-edited	
crime de guerre	M	accuser	war crimes	rome-statute	mt-edited	also history and news of any conflict
crimes de guerre	M	accuser	war crimes	rome-statute	mt-edited	also history and news of any conflict
criminel de guerre	M	accuser	war criminal	curated	mt-edited	
criminels de guerre	M	accuser	war criminal	curated	mt-edited	
droit international humanitaire	M	accuser	international humanitarian law	curated	mt-edited	
homicide intentionnel	M	accuser	wilful killing	rome-statute	mt-edited	also ordinary criminal law
mines antipersonnel	M	accuser	anti-personnel mines	curated	mt-edited	
mutilations	M	accuser	mutilation	rome-statute	mt-edited	also genital mutilation
ne pas faire de prisonniers	M	actor	no quarter	curated	mt-edited	also an idiom
nécessité militaire	M	neutral	military necessity	rome-statute	mt-edited	
ordre manifestement illégal	M	insider	unlawful orders	curated	mt-edited	
ordres illégaux	M	insider	unlawful orders	curated	mt-edited	
par traîtrise	M	accuser	perfidy	rome-statute	mt-edited	
pas de quartier	M	actor	no quarter	curated	mt-edited	also an idiom
phosphore blanc	M	accuser	white phosphorus	curated	mt-edited	also chemistry
pillages	M	accuser	pillage	rome-statute	mt-edited	
puissance occupante	M	accuser	occupying power	rome-statute	mt-edited	
punition collective	M	accuser	collective punishment	curated	mt-edited	
responsabilité du supérieur hiérarchique	M	accuser	command responsibility	rome-statute	mt-edited	art. 28
statut de rome	M	accuser	rome statute	curated	mt-edited	
tapis de bombes	M	accuser	carpet bombing	curated	mt-edited	
terre brûlée	M	actor	scorched earth	curated	mt-edited	also business jargon
assiégé*	L	accuser	siege	curated	mt-edited	
biens culturels	L	accuser	cultural property	curated	mt-edited	also museum and heritage law
dommages collatéraux	L	actor	collateral damage	curated	mt-edited	also everyday idiom
prisonnier de guerre	L	accuser	prisoners of war	curated	mt-edited	also history
prisonniers de guerre	L	accuser	prisoners of war	curated	mt-edited	also history
procès de nuremberg	L	accuser	nuremberg trials	curated	mt-edited	
victimes civiles	L	accuser	civilian casualties	curated	mt-edited	also news of any conflict
