term	tier	speaker	concept	source	review	note
trucage des offres	H	actor	bid rigging	curated	mt-edited	
truquage des offres	H	actor	bid rigging	curated	mt-edited	
versement amical	H	actor	friendly payment	investigator-list	mt-edited	
agent public étranger	M	actor	foreign official	doj-sec-fcpa-guide	mt-edited	
commission d'apport d'affaires	M	actor	finder's fee	curated	mt-edited	
commission d'apporteur	M	actor	finder's fee	curated	mt-edited	
commission de succès	M	actor	success fee	curated	mt-edited	
compte bancaire offshore	M	actor	offshore bank account	doj-sec-fcpa-guide	mt-edited	
donnant-donnant	M	actor	quid pro quo	curated	mt-edited	
fixation des prix	M	actor	price fixing	curated	mt-edited	
fonctionnaire étranger	M	actor	foreign official	doj-sec-fcpa-guide	mt-edited	
frais de service après-vente	M	actor	after sales service fees	doj-sec-fcpa-guide	mt-edited	
honoraires de résultat	M	actor	success fee	curated	mt-edited	
incitations scientifiques	M	actor	scientific incentives	doj-sec-fcpa-guide	mt-edited	
partage des marchés	M	actor	market allocation	curated	mt-edited	
petit cadeau	M	actor	sweetener	curated	mt-edited	
renvoi d'ascenseur	M	actor	quid pro quo	curated	mt-edited	
répartition des marchés	M	actor	market allocation	curated	mt-edited	
sa part	M	actor	his cut	curated	mt-edited	
s'occuper de lui	M	actor	take care of him	curated	mt-edited	
s'occuper d'elle	M	actor	take care of her	curated	mt-edited	
s'occuper d'eux	M	actor	take care of them	curated	mt-edited	
soudoyer	M	accuser	bribe	investigator-list	mt-edited	
bouteille de Bollinger	L	actor	bottle of bollinger	fsa-cftc-libor-chats	mt-edited	
commissions ou redevances	L	actor	commissions or royalties	doj-sec-fcpa-guide	mt-edited	
corrompre	L	accuser	bribe	investigator-list	mt-edited	
corrompu	L	accuser	corrupt	investigator-list	mt-edited	
corrompus	L	accuser	corrupt	investigator-list	mt-edited	
douteux	L	accuser	shady	investigator-list	mt-edited	
enveloppe	L	actor	sweetener	curated	mt-edited	
frais commerciaux et marketing	L	actor	sales and marketing expenses	doj-sec-fcpa-guide	mt-edited	
frais de conseil	L	actor	consulting fees	doj-sec-fcpa-guide	mt-edited	
frais de déplacement et de réception	L	actor	travel and entertainment	doj-sec-fcpa-guide	mt-edited	
honoraires de conseil	L	actor	consultancy fee	curated	mt-edited	
honoraires de consultant	L	actor	consulting fees	doj-sec-fcpa-guide	mt-edited	
je te dois une fière chandelle	L	actor	i owe you big time	fsa-cftc-libor-chats	mt-edited	
je te revaudrai ça	L	actor	i owe you big time	fsa-cftc-libor-chats	mt-edited	
louche	L	accuser	shady	investigator-list	mt-edited	
louches	L	accuser	shady	investigator-list	mt-edited	
malhonnête	L	accuser	crooked	investigator-list	mt-edited	
officieuse	L	actor	unofficial	investigator-list	mt-edited	
officieusement	L	actor	unofficial	investigator-list	mt-edited	
officieux	L	actor	unofficial	investigator-list	mt-edited	
remises ou rabais	L	actor	rebates or discounts	doj-sec-fcpa-guide	mt-edited	
ristournes	L	actor	rebates or discounts	doj-sec-fcpa-guide	mt-edited	
sa commission	L	actor	his cut	curated	mt-edited	
sale	L	actor	dirty	investigator-list	mt-edited	
sales	L	actor	dirty	investigator-list	mt-edited	
véreux	L	accuser	corrupt	investigator-list	mt-edited	
