term	tier	speaker	concept	source	review	note
n'a pas besoin de savoir	M	actor	don't need to know	investigator-list	mt-edited	
ne le dis à personne	M	actor	don't tell anyone	nice-actimize-lexicon	mt-edited	
ne mets personne en copie	M	actor	don't cc	curated	mt-edited	
n'en parle à personne	M	actor	don't tell anyone	nice-actimize-lexicon	mt-edited	
n'ont pas besoin de savoir	M	actor	don't need to know	investigator-list	mt-edited	
on en parle en personne	M	actor	let's discuss in person	curated	mt-edited	
on en parle en privé	M	actor	take this offline	investigator-list	mt-edited	
parlons-en de vive voix	M	actor	let's discuss in person	curated	mt-edited	
pas de copie	M	actor	don't cc	curated	mt-edited	
pas par e-mail	M	actor	not on email	curated	mt-edited	
pas par écrit	M	actor	not in writing	curated	mt-edited	
pas par mail	M	actor	not on email	curated	mt-edited	
passe à mon bureau	M	actor	come by my office	investigator-list	mt-edited	
passe-le au broyeur	M	actor	shred it	curated	mt-edited	
passe me voir	M	actor	come by my office	investigator-list	mt-edited	
passons sur Signal	M	actor	switch to signal	curated	mt-edited	
personne ne pose de questions	M	actor	nobody asks anything	ey-fbi-2013	mt-edited	
peur de donner des infos	M	actor	scared to give info	fca-hsbc-fx	mt-edited	
retire-la de la boucle	M	actor	take her off the thread	curated	mt-edited	
retire-le de la boucle	M	actor	take him off the thread	curated	mt-edited	
retire-le de la conversation	M	actor	take him off the thread	curated	mt-edited	
retire-les de la boucle	M	actor	take them off the thread	curated	mt-edited	
sortir du bois	M	actor	head above the parapet	cftc-barclays-libor	mt-edited	
strictement nécessaire	M	actor	need to know basis	curated	mt-edited	
supprime ça	M	actor	delete this	curated	mt-edited	
sur Signal	M	actor	use signal	curated	mt-edited	
utilise Signal	M	actor	use signal	curated	mt-edited	
voyons ça en aparté	M	actor	take this offline	investigator-list	mt-edited	
black-out	L	actor	blackout	investigator-list	mt-edited	
confidentiel	L	actor	confidential	investigator-list	mt-edited	
confidentielle	L	actor	confidential	investigator-list	mt-edited	
dissimulation	L	accuser	cover up	investigator-list	mt-edited	
e-mail personnel	L	actor	private e-mail	spamassassin-advance-fee	mt-edited	
écris-moi sur Signal	L	actor	signal me	curated	mt-edited	
écris-moi sur WhatsApp	L	actor	whatsapp me	curated	mt-edited	
fuite	L	actor	leak	investigator-list	mt-edited	
fuites	L	actor	leak	investigator-list	mt-edited	
je te préviens	L	actor	heads up	fca-hsbc-fx	mt-edited	
jetable	L	actor	burner	curated	mt-edited	
mail perso	L	actor	private e-mail	spamassassin-advance-fee	mt-edited	
ne pas faire suivre	L	actor	do not forward	curated	mt-edited	
ne pas transférer	L	actor	do not forward	curated	mt-edited	
par WhatsApp	L	actor	use whatsapp	curated	mt-edited	
petite alerte	L	actor	heads up	fca-hsbc-fx	mt-edited	
secrète	L	actor	secret	investigator-list	mt-edited	
silence radio	L	actor	blackout	investigator-list	mt-edited	
