term	tier	speaker	concept	source	review	note
drapeau rouge	M	accuser	red flag	investigator-list	mt-edited	
faire les chiffres	M	insider	reach the numbers	ey-fbi-2013	mt-edited	
franchir la ligne rouge	M	insider	crossing the line	curated	mt-edited	
investissement raté	M	insider	failed investment	investigator-list	mt-edited	
j'ai reçu l'instruction de	M	insider	i was instructed to	curated	mt-edited	
je conteste	M	accuser	i object	curated	mt-edited	
je m'y oppose	M	accuser	i object	curated	mt-edited	
je n'ai pas le choix	M	insider	i have no choice	curated	mt-edited	
je ne suis pas d'accord avec cette approche	M	accuser	i disagree with this approach	cftc-barclays-libor	mt-edited	
je refuse de	M	accuser	i refuse to	curated	mt-edited	
je suis mal à l'aise	M	insider	i'm uneasy	curated	mt-edited	
je tiens à ce que ce soit consigné	M	insider	i want it noted	curated	mt-edited	
je veux que ce soit noté	M	insider	i want it noted	curated	mt-edited	
juste cette fois	M	insider	just this once	curated	mt-edited	
lanceur d'alerte	M	accuser	whistleblower	curated	mt-edited	
lanceurs d'alerte	M	accuser	whistleblower	curated	mt-edited	
ligne d'alerte	M	accuser	whistleblower hotline	ey-fbi-2013	mt-edited	
l'objectif est très élevé	M	insider	the goal is very high	ey-fbi-2013	mt-edited	
m'a demandé de	M	insider	told me to	investigator-list	mt-edited	
m'a dit de	M	insider	told me to	investigator-list	mt-edited	
mal à l'aise	M	insider	not comfortable	investigator-list	mt-edited	
mauvais investissement	M	insider	failed investment	investigator-list	mt-edited	
me couvrir	M	insider	cover myself	curated	mt-edited	
n'ai pas le droit	M	insider	don't have the right	investigator-list	mt-edited	
n'avons pas le droit	M	insider	don't have the right	investigator-list	mt-edited	
objectifs irréalistes	M	insider	the goal is very high	ey-fbi-2013	mt-edited	
on m'a demandé de	M	insider	i was instructed to	curated	mt-edited	
pas à l'aise	M	insider	not comfortable	investigator-list	mt-edited	
pas éthique	M	accuser	not ethical	investigator-list	mt-edited	
sans victime	M	insider	victimless	curated	mt-edited	
signal d'alarme	M	accuser	red flag	investigator-list	mt-edited	
tension de trésorerie	M	insider	cash crunch	curated	mt-edited	
zone grise	M	insider	grey area	investigator-list	mt-edited	
à contrecœur	L	insider	reluctantly	cftc-barclays-libor	mt-edited	
aucun regret	L	insider	no regrets	investigator-list	mt-edited	
cessation d'activité	L	insider	shutdown	investigator-list	mt-edited	
dépôt de bilan	L	insider	bankrupt	investigator-list	mt-edited	
embarrassant	L	insider	embarrassing	investigator-list	mt-edited	
en faillite	L	insider	bankrupt	investigator-list	mt-edited	
exceptionnellement	L	insider	just this once	curated	mt-edited	
faille	L	insider	loophole	curated	mt-edited	
faillite	L	insider	bankrupt	investigator-list	mt-edited	
fermeture	L	insider	shutdown	investigator-list	mt-edited	
gênant	L	insider	embarrassing	investigator-list	mt-edited	
pour la forme	L	insider	for the record	curated	mt-edited	
pour mémoire	L	insider	for the record	curated	mt-edited	
sans regret	L	insider	no regrets	investigator-list	mt-edited	
sérieuses inquiétudes	L	accuser	serious concerns	cftc-barclays-libor	mt-edited	
sérieuses réserves	L	accuser	serious concerns	cftc-barclays-libor	mt-edited	
suspect	L	accuser	suspicious	investigator-list	mt-edited	
suspecte	L	accuser	suspicious	investigator-list	mt-edited	
suspects	L	accuser	suspicious	investigator-list	mt-edited	
vide juridique	L	insider	loophole	curated	mt-edited	
